Neurosurgeon,ABNS Certificate,RFP in CNS Endovascular Surgery,RFP in Neurological Critical Care,RFP in Pediatric Neurological Surgery,Certified,Lifetime
"Bertuccini, Thomas",  01/01/1983,,,,,Not Required To Participate
"Beutler, Timothy",  05/12/2023 - 12/31/2033,,,,Participating,
"Bhuva, Parita",,  01/01/2022,,,,
"Birinyi, Paul",  05/07/2021 - 12/31/2031,,,,Participating,
"Black, Perry",  05/01/1966,,,,,Not Required To Participate
"Boulis, Nicholas","['\xa0\xa005/12/2006 - 12/31/2016'], ['\xa0\xa001/01/2017 - 12/31/2026']",,,,Participating,
"Brandmeir, Nicholas",  05/07/2021 - 12/31/2031,,"['\xa0\xa002/09/2023'], ['\xa0\xa002/09/2023'], ['\xa0\xa002/09/2023'], ['\xa0\xa002/09/2023'], ['\xa0\xa002/09/2023']",,Participating,
"Bohman, Leif-Erik",  11/04/2018 - 12/31/2028,,,,Participating,
"Borges, Lawrence",  09/01/1986,,,,,Not Required To Participate
"Bornfleth, Leslie",  10/01/1973,,,,,Not Required To Participate
"Anderson, Richard P.",  05/15/2013 - 12/31/2024,,,,Participating,
"Andrews, Robert",  01/01/1969,,,,,Not Required To Participate
"Ashker, Kheder",  05/01/1985,,,,,Not Required To Participate
"Asif, Kaiz",,  07/25/2022,,,,
"Krishna, Vibhor",  05/04/2019 - 12/31/2029,,,,Participating,
"Kshettry, Varun",  10/31/2020 - 12/31/2030,,,,Participating,
"Kumar, Vasantha",  01/01/1976,,,,,Not Required To Participate
"Moshel, Yaron",  11/14/2013 - 12/31/2024,,,,Participating,
"Nagahama, Yasunori",,,,,,
"Ooi, Yinn Cher",  05/12/2023 - 12/31/2033,,,,Participating,
"Leramo, Olusegun",  09/01/1987,,,,,Not Required To Participate
"Limcaco, Oscar",  12/01/1976,,,,,Not Required To Participate
"Medinilla, Otto",  05/01/1984,,,,,Not Required To Participate
"Cunningham, William",  10/01/1974,,,,,Not Required To Participate
"Curry, William","['\xa0\xa005/21/2010 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Bhalla, Tarun",  11/04/2017 - 12/31/2027,"['\xa0\xa001/02/2020'], ['\xa0\xa001/01/2021'], ['\xa0\xa001/01/2022'], ['\xa0\xa001/01/2023']",,,Participating,
"Boco, Tibor",  11/13/2013 - 12/31/2024,,,,Participating,
"Black, Peter","['\xa0\xa005/11/1984 - 12/31/2014'], ['\xa0\xa001/01/2015 - 12/31/2024']",,,,,
"Boehm, Peter",  01/01/1982,,,,,Not Required To Participate
"Brooks, Nathaniel",  05/07/2014 - 12/31/2024,,,,Participating,
"Brown, Neil","['\xa0\xa011/01/2002 - 12/31/2012'], ['\xa0\xa001/01/2013 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Brasiliense, Leonardo",,,,,,
"Brown, Lewis",  10/01/1966,,,,,Not Required To Participate
"Andrews, Russell",  09/01/1989,,,,,Not Required To Participate
"Anton, Rein","['\xa0\xa011/09/2007 - 12/31/2017'], ['\xa0\xa001/01/2018 - 12/31/2027']",,,,,
"Asmaro, Karam",,,,,,
"Atkinson, Kelsey",,,,,,
"Auguste, Kurtis",  05/15/2013 - 12/31/2024,,,,Participating,
"Kumar, Vignessh",,,,,,
"Kumar, Vikram","['\xa0\xa005/03/2012 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Pannu, Yashdip","['\xa0\xa011/13/2009 - 12/31/2019'], ['\xa0\xa001/01/2020 - 12/31/2029']",,,,Participating,
"Saadeh, Yamaan",  05/12/2023 - 12/31/2033,,,,Participating,
"Sarpong, Yaw",  05/08/2021 - 12/31/2031,,,,Participating,
"Mrowczynski, Oliver D.",,,,,,
"Neeley, Om",,,,,,
"D'Angelo, William",  09/01/1987,,,,,
"Daugherty, Wilson",  05/20/2015 - 12/31/2025,,,,Participating,
"Boulter, Thomas",  01/01/1970,,,,,Not Required To Participate
"Bragg, Taryn",  11/12/2014 - 12/31/2024,,,,Participating,
"Boehm, Peter",  05/21/2015 - 12/31/2025,,,,Participating,
"Bonney, Phillip",,,,,,
"Buckley, Niall",,,,,,
"Caffes, Nicholas",,,,,,
"Charlie, Nelson",,,,,,
"Buono, Lee","['\xa0\xa011/10/2006 - 12/31/2016'], ['\xa0\xa001/01/2017 - 12/31/2026']",,,,Participating,
"Cahan, Leslie",  01/01/1982,,,,,Not Required To Participate
"Apfelbaum, Ronald",  01/01/1976,,,,,Not Required To Participate
"Applebaum, Robert",  01/01/1976,,,,,Not Required To Participate
"Aziz, Khaled",  05/02/2012 - 12/31/2022,,,,,
"Bahuleyan, Kumaran",  01/01/1976,,,,,
"Lemons, VanBuren",  05/29/1996,,,,,Not Required To Participate
"Lethchuman, Vijay",,,,,,
"Li, Veetai",  05/01/1997,,,  06/20/2020,Participating,
"Serulle, Yafell",,"['\xa0\xa006/09/2022'], ['\xa0\xa001/01/2023']",,,,
"Shekhtman, Yevgenia",  11/02/2019 - 12/31/2029,,,,Participating,
"Su, YouRong",,,,,,
"O'Neill, Oisin","['\xa0\xa005/01/2000 - 12/31/2010'], ['\xa0\xa001/01/2011 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,,
"Ogunsola, Oludotun",,,,,,
"Omofoye, Oluwaseun",,,,,,
"Dawson, William",  01/01/1977,,,,,Not Required To Participate
"DeLong, William",  11/01/1969,,,,,Not Required To Participate
"DeWeese, William",  01/01/1978,,,,,Not Required To Participate
"Brindle, Ted",  05/08/2014 - 12/31/2024,,,,Participating,
"Buell, Thomas",,,,,,
"Burch, Taylor",,,,,,
"Boone, Paul","['\xa0\xa005/12/2006 - 12/31/2016'], ['\xa0\xa001/01/2017 - 12/31/2026']",,,,Participating,
"Borras, Pedro",  09/01/1979,,,,,Not Required To Participate
"Boulos, Paul","['\xa0\xa011/02/2011 - 12/31/2021'], ['\xa0\xa001/01/2022 - 12/31/2031']",,,,Participating,
"Chaudhary, Neeraj",,  06/09/2022,,,,
"Chaudhry, Nauman",,,,,,
"Caragine, Louis","['\xa0\xa005/26/2005 - 12/31/2015'], ['\xa0\xa001/01/2016 - 12/31/2025']",,,,Participating,
"Carlstrom, Lucas",,,,,,
"Aranibar, Roberto",  05/01/1983,,,,,Not Required To Participate
"Arendall, Rex",  09/01/1986,,,,,Not Required To Participate
"Balsara, Karl",  11/12/2021 - 12/31/2031,,,  12/07/2021,Participating,
"Bangerter, Kurt","['\xa0\xa005/20/2004 - 12/31/2014'], ['\xa0\xa001/01/2015 - 12/31/2024']",,,,Participating,
"Abdulrauf, Saleem","['\xa0\xa005/01/2002 - 12/31/2012'], ['\xa0\xa001/01/2013 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Ljubimov, Vlad",,,,,,
"Lo, Victor",  10/30/2020 - 12/31/2030,,,,Participating,
"Lu, Victor",,,,,,
"Tachie-Baffour, Yaw",,,,,,
"Tsehay, Yohannes",,,,,,
"Vora, Yashail","['\xa0\xa011/11/2005 - 12/31/2015'], ['\xa0\xa001/01/2016 - 12/31/2025']",,,,Participating,
"Polanco, Octavio",  01/01/1975,,,,,
"Roberts, O.",  11/02/2019 - 12/31/2029,,,  11/27/2019,Participating,
"Sagher, Oren",  11/01/1997,,,,,
"Diefenbach, William",  05/01/1988,,,,,Not Required To Participate
"Dillen, William",  11/04/2022 - 12/31/2032,,,,Participating,
"Dobkin, William","['\xa0\xa005/01/1990 - 03/06/2023'], ['\xa0\xa003/06/2023 - 12/31/2033']",,,,Participating,
"Burke, Timothy","['\xa0\xa011/10/2006 - 12/31/2016'], ['\xa0\xa001/01/2017 - 12/31/2026']",,,,Participating,
"Burns, Terence",  10/31/2020 - 12/31/2030,,,,Participating,
"Cage, Tene",  11/12/2021 - 12/31/2031,,,,Participating,
"Bouz, Peter",  11/02/2019 - 12/31/2029,,,,Participating,
"Bronec, Peter",  05/01/1990,,,,,Not Required To Participate
"Brown, Patrick",,"['\xa0\xa001/02/2020'], ['\xa0\xa001/01/2021']",,,,
"Coppa, Nicholas",  11/13/2013 - 12/31/2024,,,,Participating,
"Dahdaleh, Nader",  05/10/2017 - 12/31/2027,,,,Participating,
"Damodara, Nitesh",,,,,,
"Carson, Larry",  05/01/1988,,,,,Not Required To Participate
"Carter, Lacey",,,,,,
"Cerullo, Leonard",  09/01/1979,,,,,Not Required To Participate
"Armonda, Rocco","['\xa0\xa011/01/2001 - 12/31/2011'], ['\xa0\xa001/01/2012 - 12/31/2021'], ['\xa0\xa001/01/2022 - 12/31/2031']","['\xa0\xa006/09/2022'], ['\xa0\xa001/01/2023']",,,Participating,
"Ashby, Richard",  07/01/1968,,,,,Not Required To Participate
"Ashour, Ramsey",  05/04/2019 - 12/31/2029,,,,Participating,
"Barami, Kaveh","['\xa0\xa011/11/2005 - 12/31/2015'], ['\xa0\xa001/01/2016 - 12/31/2025']",,,,Participating,
"Barth, Konrad",  11/01/1997,,,,,Not Required To Participate
"Beauchamp, Kathryn","['\xa0\xa005/25/2007 - 12/31/2017'], ['\xa0\xa001/01/2018 - 12/31/2027']",,,,Participating,
"Abdunnur, Shane",  11/12/2021 - 12/31/2031,,,,Participating,
"Abram, Steven",  11/01/1997,,,,,Not Required To Participate
"Accilien, Stenia",,,,,,
"MacDonald, Vance",  04/01/1975,,,,,Not Required To Participate
"Mahadev, Vaidehi",,,,,,
"Makker, V. James",  05/30/2008 - 12/31/2018,,,,,
"Xia, Yuanxan",,,,,,
"Yamamoto, Yoshihiro","['\xa0\xa011/01/2001 - 12/31/2011'], ['\xa0\xa001/01/2012 - 12/31/2021'], ['\xa0\xa001/01/2022 - 12/31/2031']",,,,Participating,
"Yang, Yuanfan",,,,,,
"Samil Kozak, Osman",,  02/13/2023,,,,
"Sanusi, Olabisi",  11/11/2023 - 12/31/2033,,,,Participating,
"Syed, Omar",  11/10/2015 - 12/31/2025,,,,Participating,
"Dossmann, William",  11/01/1966,,,,,Not Required To Participate
"Doyle, Werner",  11/01/1995,,,,,Not Required To Participate
"Druckemiller, William",  01/01/1982,,,,,Not Required To Participate
"Calvin, Travis",  10/01/1973,,,,,
"Cardinal, Tyler",,,,,,
"Chavis, Tamerla","['\xa0\xa005/01/1999 - 12/31/2009'], ['\xa0\xa001/01/2010 - 12/31/2019'], ['\xa0\xa001/01/2020 - 12/31/2029']",,,,,
"Brown, Peter","['\xa0\xa005/26/2005 - 12/31/2015'], ['\xa0\xa001/01/2016 - 12/31/2025']",,,,Participating,
"Camarata, Paul",  11/01/1998,,,,Participating,
"Camp, Perry",  09/01/1981,,,,,Not Required To Participate
"Davis, Nathan",,,,,,
"Delavari, Nader",,,,,,
"Derrico, Nicholas Peter",,,,,,
"Cervantes, Luis",  05/01/1987,,,,,Not Required To Participate
"Chambless, Lola",  05/08/2017 - 12/31/2027,,,,Participating,
"Chang, Louis",  04/19/2016 - 12/31/2026,,,,Participating,
"Assina, Rachid",  05/07/2021 - 12/31/2031,,,,Participating,
"Austerman, Ryan",,,,,,
"Ayer, Robert",  05/10/2017 - 12/31/2027,,,,Participating,
"Bekelis, Kimon",  10/31/2020 - 12/31/2030,,,,Participating,
"Belanger, Katherine",,,,,,
"Berekashvili, Ketevan",,,,,,
"Adamczak, Stephanie",,,,,,
"Adams, Shawn",,,,,,
"Adhikari, Srijan",,,,,,
"Abd-El-Barr, Muhammad",  05/07/2021 - 12/31/2031,,,,Participating,
"Makler, Vyacheslav",  05/12/2023 - 12/31/2033,,,,Participating,
"Matheus, Virgilio",  11/09/2016 - 12/31/2026,,,,Participating,
"McCollom, Vance",,"['\xa0\xa001/01/2022'], ['\xa0\xa001/01/2023']",,,,
"Youn, Youngwon",,,,,,
"Yu, Young",  04/01/1978,,,,,Not Required To Participate
"ZHANG, Yi","['\xa0\xa005/21/2010 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Szentirmai, Oszkar",  11/05/2017 - 12/31/2027,,,,Participating,
"Tanweer, Omar",  11/13/2021 - 12/31/2031,,,,Participating,
"Wijesekera, Olindi",,,,,,
"Eckman, Walter",  09/01/1981,,,,,Not Required To Participate
"Elfallal, Wissam",,,,,,
"Chen, Terence",  11/01/1995,,,,,Not Required To Participate
"Chen, Thomas","['\xa0\xa011/01/2000 - 12/31/2010'], ['\xa0\xa001/01/2011 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Chen, Tsinsue",  05/07/2021 - 12/31/2031,,,,Participating,
"Campbell, Peter",  05/10/2017 - 12/31/2027,,,,Participating,
"Caram, Pedro",  05/01/1997,,,,Participating,
"Carmel, Peter",  10/01/1969,,,,,Not Required To Participate
"Dietz, Nicholas",,,,,,
"Doan, Ninh",  05/08/2021 - 12/31/2031,,,,Participating,
"Duggal, Neil","['\xa0\xa011/11/2005 - 12/31/2015'], ['\xa0\xa001/01/2016 - 12/31/2025']",,,,Participating,
"Chieng, Lee",,,,,,
"Chin, Lawrence",  05/31/1996,,,,,
"Chiu, Lucinda",,,,,,
"Babadjouni, Robin",,,,,,
"Babu, Ramesh",  05/01/1998,,,,,Not Required To Participate
"Babu, Ranjith",,,,,,
"Bernardo, Kerry",  11/01/1991,,,,,Not Required To Participate
"Berry, Katherin",,,,,,
"Bierbrauer, Karin",  11/01/1994,,,,,
"Adil, Syed",,,,,,
"Ahmad, Shahjehan",,,,,,
"Ajmera, Sonia",,,,,,
"Abdou, M.","['\xa0\xa011/12/2004 - 12/31/2014'], ['\xa0\xa001/01/2015 - 12/31/2024']",,,,Participating,
"Abdulhak, Muwaffak","['\xa0\xa011/19/2003 - 12/31/2013'], ['\xa0\xa001/01/2014 - 12/31/2024']",,,,Participating,
"Abdulhamid, Mohamed",  11/03/2018 - 12/31/2028,,,,Participating,
"Mehta, Vikas","['\xa0\xa005/05/2011 - 12/31/2021'], ['\xa0\xa001/01/2022 - 12/31/2031']",,,,Participating,
"Mehta, Vikram",,,,,,
"Mehta, Vivek","['\xa0\xa001/01/2001 - 12/31/2001'], ['\xa0\xa005/15/2003 - 12/31/2013']",,,,,
"Zhang, Yi",,,,,,
"Wu, Osmond",  11/05/2022 - 12/31/2032,,,,Participating,
"Zaidat, Osama",,  01/01/2022,,,,
"Zaidat, Osama",,  01/01/2022,,,,
"Elias, William","['\xa0\xa011/10/2006 - 12/31/2016'], ['\xa0\xa001/01/2017 - 12/31/2026']",,,,Participating,
"Emch, Willard",  01/01/1976,,,,,Not Required To Participate
"Emmons, William",  10/01/1973,,,,,Not Required To Participate
"Chen, Tsulee",  11/11/2015 - 12/31/2025,,,,Participating,
"Choudhri, Tanvir","['\xa0\xa011/09/2007 - 12/31/2017'], ['\xa0\xa001/01/2018 - 05/16/2022']",,,,,
"Chow, Thomas",  11/14/2013 - 12/31/2023,,,,,
"Carney, Peter",  01/01/1971,,,,,Not Required To Participate
"Cezayirli, Phillip",,,,,,
"Chamiraju, Parthasarathi",  05/07/2022 - 12/31/2032,,,,Participating,
"Echeverry, Nikolas",,,,,,
"Edalatpour, N.",  04/01/1965,,,,,Not Required To Participate
"El Chalouhi, Nohra",  05/12/2023 - 12/31/2033,,,,Participating,
"Christiano, Lana",  04/19/2016 - 12/31/2026,,,,Participating,
"Chung, Lawrance",,,,,,
"Clark, Leo",  01/01/1979,,,,,
"Backer, Robert",  05/01/1991,,,,,
"Bailey, Robert",  05/06/2022 - 12/31/2032,,,,Participating,
"Baisas, Roger",  11/01/1987,,,,,
"Birch, Kurtis",  11/01/2020 - 12/31/2030,,,,Participating,
"Black, Keith",  05/01/1990,,,,,
"Blumenfeld, Kenneth",  11/01/1995,,,,,Not Required To Participate
"Akbari, Syed Hassan",  11/04/2022 - 12/31/2032,,,  12/01/2022,Participating,
"Al-Akkad, Salah","['\xa0\xa005/25/2007 - 12/31/2017'], ['\xa0\xa001/01/2018 - 12/31/2027']",,,,Participating,
"Abou-Samra, Moustapha",  01/01/1983,,,,,
"Abouelleil, Mohamed",,,,,,
"Abraham, Mickey",,,,,,
"Mehta, Vivek",  05/08/2021 - 12/31/2031,,,,Participating,
"Miele, Vincent",  11/14/2013 - 12/31/2024,,,,Participating,
"Milano, Vanessa",,,,,,
"Zalatimo, Omar",  11/07/2016 - 12/31/2026,,,,Participating,
"Zaninovich, Orel",,,,,,
"Zikel, Ofer","['\xa0\xa005/15/2003 - 12/31/2013'], ['\xa0\xa001/01/2014 - 12/31/2023'], ['\xa0\xa001/01/2024 - 12/31/2033']",,,,,
"Faillace, Walter",  11/01/1991,,,,,Not Required To Participate
"Faunce, Wesley","['\xa0\xa011/12/2004 - 12/31/2014'], ['\xa0\xa001/01/2015 - 12/31/2024']",,,,Participating,
"Fisher, Winfield",  05/01/1987,,,,,
"Chryssikos, Timothy",,,,,,
"Cohen, Timothy","['\xa0\xa005/01/2000 - 12/31/2010'], ['\xa0\xa001/01/2011 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Cojocaru, Traian",  11/01/1992,,,,,Not Required To Participate
"Chapman, Paul",  01/01/1976,,,,,Not Required To Participate
"Chen, Peng","['\xa0\xa005/21/2010 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Chiarelli, Peter",  11/12/2021 - 12/31/2031,,,  12/07/2021,Participating,
"El Tecle, Najib",,,,,,
"Ellens, Nathaniel",,,,,,
"Epstein, Nancy",  05/01/1984,,,,,
"Close, Liesl",,,,,,
"Cornacchia, Louis","['\xa0\xa005/01/2001 - 12/31/2011'], ['\xa0\xa001/01/2012 - 12/31/2021'], ['\xa0\xa001/01/2022 - 12/31/2031']",,,,Participating,
"Corsten, Luke","['\xa0\xa011/09/2007 - 12/31/2017'], ['\xa0\xa001/01/2018 - 12/31/2027']",,,,Participating,
"Baker, Roy",  09/01/1985,,,,,
"Bakos, Robert",  04/01/1981,,,,,Not Required To Participate
"Balch, Richard",  11/01/1968,,,,,Not Required To Participate
"Bond, Kamila",,,,,,
"Boulnemour, Keenan",,,,,,
"Bowman, Kelsey",,,,,,
"Ameri, Shapur",  09/01/1989,,,,,Not Required To Participate
"Amin-Hanjani, Sepideh","['\xa0\xa011/12/2004 - 12/31/2014'], ['\xa0\xa001/01/2015 - 12/31/2024']",,,,Participating,
"Ammanuel, Simon",,,,,,
"Adamo, Matthew","['\xa0\xa011/07/2012 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Adams, Mark","['\xa0\xa011/19/2003 - 12/31/2013'], ['\xa0\xa001/01/2014 - 12/31/2024']",,,,Participating,
"Agam, Matthew",,,,,,
"Molian, Vaelan",,,,,,
"Morgese, Vincent",  07/30/2019 - 12/31/2029,,,,Participating,
"Morreale, Vittorio","['\xa0\xa011/12/2004 - 12/31/2014'], ['\xa0\xa001/01/2015 - 12/31/2024']",,,,Participating,
"Fowler, Wesley","['\xa0\xa011/11/2005 - 12/31/2015'], ['\xa0\xa001/01/2016 - 12/31/2025']",,,,Participating,
"Fox, W. Christopher",  05/15/2013 - 12/31/2024,,,,Participating,
"Friedman, William",  09/01/1984,,,,,Not Required To Participate
"Cole, Tyler",,,,,,
"Crawford, Todd","['\xa0\xa011/19/2003 - 12/31/2013'], ['\xa0\xa001/01/2014 - 12/31/2024']",,,,Participating,
"CreveCoeur, Travis",,,,,,
"Chittiboina, Prashant",  05/08/2017 - 12/31/2027,,,,Participating,
"Cho, Paul","['\xa0\xa011/12/2004 - 12/31/2014'], ['\xa0\xa001/01/2015 - 12/31/2024']",,,,Participating,
"Erickson, Nicholas",,,,,,
"Escobar, Nelson",  01/01/1979,,,,,Not Required To Participate
"Esplin, Nathan",,,,,,
"Cowles, Lansing",  05/01/1990,,,,,Not Required To Participate
"Daggubatti, Lekhaj",,,,,,
"Daniel, Lee",,,,,,
"Barnett, Randaline",,,,,,
"Barrett-Tuck, Rebecca",  05/01/1994,,,,,Not Required To Participate
"Batson, Ramon",  05/01/1992,,,,,Not Required To Participate
"Boyer, Kevin",  05/01/1998,,,,,Not Required To Participate
"Brega, Kerry","['\xa0\xa005/01/2001 - 12/31/2011'], ['\xa0\xa001/01/2012 - 12/31/2021'], ['\xa0\xa001/01/2022 - 12/31/2031']",,,,Participating,
"Brewington, Kenneth","['\xa0\xa005/12/2006 - 12/31/2016'], ['\xa0\xa001/01/2017 - 12/31/2026']",,,,Participating,
"Anand, Sharath",,,,,,
"Ansari, Sameer",,  06/09/2022,,,,
"Ansari, Shaheryar",  11/04/2022 - 12/31/2032,,,,Participating,
"Aghi, Manish","['\xa0\xa011/12/2010 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Aizenberg, Michele",  05/15/2013 - 12/31/2024,,,,Participating,
"Al-Yamany, Mahmoud","['\xa0\xa005/26/2005 - 12/31/2015'], ['\xa0\xa001/01/2016 - 12/31/2025']",,,,Participating,
"Abecassis, Isaac",  05/12/2023 - 12/31/2033,  08/30/2023,,,Participating,
"Abumeri, Imad","['\xa0\xa005/23/2007 - 12/31/2017'], ['\xa0\xa001/01/2018 - 12/31/2028']",,,,Participating,
"Nakkache, Victor",  11/01/1993,,,,,Not Required To Participate
"Nayar, Vikram",  11/13/2013 - 12/31/2024,,,,Participating,
"Neave, Victoria",  09/01/1988,,,,,
"Galicich, Walter","['\xa0\xa005/15/2003 - 12/31/2013'], ['\xa0\xa001/01/2014 - 12/31/2024']",,,,Participating,
"Ganz, William",  05/01/1996,,,,,Not Required To Participate
"Gibson, William",,,,,,
"Dagi, T",  05/01/1983,,,,,Not Required To Participate
"Dailey, Travis",,,,,,
"Choi, Phillip",,,,,,
"Chongsathidkiet, Pakawat",,,,,,
"Fatehi, Nasrollah",  05/01/1986,,,,,Not Required To Participate
"Feldstein, Neil",  05/19/1995,,,  11/12/2018,Participating,
"Daniels III, Lawrence",  10/30/2020 - 12/31/2030,,,  12/12/2020,Participating,
"Davidson, Larry",  11/01/1998,,,,,Not Required To Participate
"Baule, Raymond","['\xa0\xa005/21/2010 - 12/31/2020'], ['\xa0\xa001/01/2021 - 02/13/2023']",,,,,
"Beatty, Robert","['\xa0\xa005/01/1987 - 12/31/2015'], ['\xa0\xa007/11/2016 - 12/31/2026']",,,,Participating,
"Bridges, Kelly",  11/04/2022 - 12/31/2032,,,,Participating,
"Brown, Kimberly","['\xa0\xa005/15/2003 - 12/31/2013'], ['\xa0\xa001/01/2014 - 12/31/2023'], ['\xa0\xa001/01/2024 - 12/31/2033']",,,,Participating,
"Bulsara, Ketan","['\xa0\xa005/25/2007 - 12/31/2017'], ['\xa0\xa001/01/2018 - 12/31/2027']",,,,Participating,
"Aoun, Salah",,,,,,
"Armin, Sean",  05/04/2019 - 12/31/2029,,,,Participating,
"Asante, Samuel",,,,,,
"Alexander, Mathew","['\xa0\xa005/04/2011 - 12/31/2021'], ['\xa0\xa001/01/2022 - 12/31/2031']",,,,Participating,
"Alexander, Matthew",,"['\xa0\xa001/01/2022'], ['\xa0\xa001/01/2023']",,,,
"Angel, Ian","['\xa0\xa011/01/2001 - 12/31/2011'], ['\xa0\xa001/01/2012 - 12/31/2021'], ['\xa0\xa001/01/2022 - 12/31/2031']",,,,Participating,
"Armstrong, Ian",  05/01/1998,,,,,Not Required To Participate
"Nguyen, Vincent",,,,,,
"Gill, Waltus","['\xa0\xa005/05/2019 - 05/16/2022'], ['\xa0\xa001/16/2023 - 12/31/2032']",,,,Participating,
"Gluf, Wayne","['\xa0\xa005/30/2008 - 12/31/2018'], ['\xa0\xa001/01/2019 - 12/31/2028']",,,,Participating,
"Dalton, Tara",,,,,,
"Dawley, Troy",,,,,,
"Christiansen, Peter",  05/13/2023 - 12/31/2033,,,,Participating,
"Cindrich, Patrick",  05/01/1988,,,,,Not Required To Participate
"Ferraro, Nicholas",  11/04/2022 - 12/31/2032,,,,Participating,
"Field, Nicholas",,,,,,
"Davidson, Laurence",  05/07/2014 - 12/31/2024,,,  12/01/2022,Participating,
"deAraujo, Luiz",  09/01/1989,,,,,Not Required To Participate
"Beatty, Robert",  10/01/1970,,,,,Not Required To Participate
"Beladi, Roxana",,,,,,
"Bunch, Katherine",,,,,,
"Burchiel, Kim",  09/01/1984,,,,,Not Required To Participate
"Ayeni, Sylvanus",  05/01/1987,,,,,Not Required To Participate
"Azeem, Syed","['\xa0\xa011/02/2011 - 12/31/2021'], ['\xa0\xa001/01/2022 - 12/31/2031']",,,,Participating,
"Bailey, Steven",  05/01/1995,,,,,Not Required To Participate
"Alexander, Michael","['\xa0\xa005/15/2003 - 12/31/2013'], ['\xa0\xa001/01/2014 - 12/31/2023'], ['\xa0\xa001/01/2024 - 12/31/2033']","['\xa0\xa001/15/2020'], ['\xa0\xa001/01/2021'], ['\xa0\xa001/01/2022'], ['\xa0\xa001/01/2023']",,,Participating,
"Ali, Mir",,,,,,
"Atassi, Inad",  05/01/1983,,,,,Not Required To Participate
"Awad, Issam",  09/01/1988,,,,,Not Required To Participate
"Nyame, V.",  05/06/2018 - 12/31/2028,,,,Participating,
"Padmanaban, Varun",,,,,,
"Palavali, Vivekanand","['\xa0\xa011/01/2000 - 12/31/2010'], ['\xa0\xa001/01/2011 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Gordon, William",,,,,,
"Gormley, William","['\xa0\xa011/15/2002 - 05/18/2010'], ['\xa0\xa006/01/2020 - 12/31/2029']",,,,Not Participating,
