Neurosurgeon,ABNS Certificate,RFP in CNS Endovascular Surgery,RFP in Neurological Critical Care,RFP in Pediatric Neurological Surgery,Certified,Lifetime
"Mouchtouris, Nikolaos",,,,,,
"Moufarrij, Nazih",  05/01/1991,,,,,Not Required To Participate
"Mummareddy, Nishit",,,,,,
"Castellvi, Alejandro",  05/13/2023 - 12/31/2033,,,,Participating,
"Chahlavi, Ali","['\xa0\xa011/12/2010 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Chaker, Anisse",,,,,,
"Chakraborty, Arpan",,,,,,
"Yanamadala, Vijay",  10/31/2020 - 12/31/2030,,,,Participating,
"Zerris, Vasilios",  11/09/2012 - 12/31/2022,,,,Participating,
"Al-Holou, Wajd",  05/08/2021 - 12/31/2031,,,,Participating,
"Murthy, Nikhil",,,,,,
"Musgrave, Nicholas",,,,,,
"Nabavi, Nosrat",  09/01/1981,,,,,Not Required To Participate
"Naff, Neal","['\xa0\xa011/01/2000 - 12/31/2010'], ['\xa0\xa001/01/2011 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Chamczuk, Andrea",  11/07/2016 - 05/16/2022,,,,,
"Chan, Alvin",,,,,,
"Chan, Andrew",,,,,,
"Chance, Aaron",,,,,,
"Anderson, William","['\xa0\xa011/07/2012 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Ares, William",  05/12/2023 - 12/31/2033,,,,Participating,
"Asaad, Wael",  11/07/2016 - 12/31/2026,,,,Participating,
"Asfahani, Wissam",  05/06/2018 - 12/31/2028,,,,Participating,
"Nayak, Narayan",  01/01/1982,,,,,Not Required To Participate
"Nayak, Nikhil",  11/02/2019 - 12/31/2029,,,,Participating,
"Newby, Norwyn",  09/01/1980,,,,,Not Required To Participate
"Chandra, Ankush",,,,,,
"Chartrain, Alexander",,,,,,
"Chatrath, Ajay",,,,,,
"Asfora, Wilson",  05/01/1994,,,,,
"Ashley, William",  04/18/2016 - 12/31/2026,,,,Participating,
"Bailey, Walter",  04/01/1975,,,,,Not Required To Participate
"Nichols, Noah",,,,,,
"Nordmann, Nathan",,,,,,
"Novakovic, Nemanja",,,,,,
"Nundkumar, Neelesh",  11/04/2018 - 12/31/2028,,,,Participating,
"Chaudhari, Alok","['\xa0\xa011/02/2011 - 12/31/2021'], ['\xa0\xa001/01/2022 - 12/31/2031']",,,,Participating,
"Chavez, Augusto",  09/01/1988,,,,,Not Required To Participate
"Cheema, Ahmed",  11/04/2022 - 12/31/2032,,,,Participating,
"Chehab, Ahmad",,,,,,
"Banister, William","['\xa0\xa011/09/2007 - 12/31/2017'], ['\xa0\xa001/01/2018 - 12/31/2027']",,,,Participating,
"Bell, William",  09/01/1987,,,,,Not Required To Participate
"Benedict, William",  05/08/2014 - 12/31/2024,,,,Participating,
"O'Malley, Neil","['\xa0\xa005/01/2001 - 12/31/2011'], ['\xa0\xa001/01/2012 - 12/31/2021'], ['\xa0\xa001/01/2022 - 12/31/2031']",,,,Participating,
"Oh, Nathan",,,,,,
"Omar, Nidal",,,,,,
"Oyesiku, Nelson",  11/01/1998,,,,,Not Required To Participate
"Chenelle, Andrew","['\xa0\xa011/12/2004 - 12/31/2014'], ['\xa0\xa001/01/2015 - 12/31/2024']",,,,Participating,
"Cherqui, Alice",  11/07/2016 - 12/31/2026,,,,Participating,
"Chiluwal, Amrit",,,,,,
"Betts, William","['\xa0\xa005/20/2004 - 12/31/2014'], ['\xa0\xa001/01/2015 - 03/31/2022']",,,,,
"Beutler, William",  11/01/1992,,,,,Not Required To Participate
"Bi, Wenya Linda",  05/06/2022 - 12/31/2032,,,,Participating,
"Bingaman, William","['\xa0\xa011/01/2000 - 12/31/2010'], ['\xa0\xa001/01/2011 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Papadakis, Nikolas",  01/01/1974,,,,,
"Patel, Naresh","['\xa0\xa011/10/2006 - 12/31/2016'], ['\xa0\xa001/01/2017 - 12/31/2026']",,,,Participating,
"Patel, Neal",  11/02/2019 - 12/31/2029,,,,Participating,
"Chinea Vicente, Angel",,,,,,
"Chitale, Ameet",  11/05/2022 - 12/31/2032,,,,Participating,
"Chiurco, Anthony",  09/01/1977,,,,,Not Required To Participate
"Blackett, W.",  10/01/1967,,,,,Not Required To Participate
"Boling, Warren","['\xa0\xa005/15/2003 - 12/31/2013'], ['\xa0\xa001/01/2014 - 12/31/2023']",,,,Participating,
"Boop, Warren",  01/01/1966,,,,,Not Required To Participate
"Boydston, William",  11/01/1994,,,,,
"Patel, Neel",,,,,,
"Patel, Nikhil",  11/01/2020 - 12/31/2030,,,,Participating,
"Patel, Nimesh",  05/16/2013 - 12/31/2023,,,,Participating,
"Chou, Arthur",  10/31/2020 - 12/31/2030,,,,Participating,
"Choulakian, Armen",  11/07/2016 - 12/31/2026,,,,Participating,
"Chowdhary, Abhineet",  04/18/2016 - 12/31/2026,"['\xa0\xa001/02/2020'], ['\xa0\xa001/01/2021'], ['\xa0\xa001/01/2022'], ['\xa0\xa001/01/2023']",,,Participating,
"Brennan, William","['\xa0\xa005/01/2000 - 12/31/2010'], ['\xa0\xa001/01/2011 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Broaddus, William",  11/01/1997,,,,,Not Required To Participate
"Brooks, William",  01/01/1976,,,,,Not Required To Participate
"PATEL, NIRALI",,,,,,
"Patel, Nirav",  11/08/2016 - 12/31/2026,,,,Participating,
"Patel, Nitesh",,,,,,
"Patel, Nitesh",,,,,,
"Chugh, Arunit",,,,,,
"Clark, Aaron",  10/30/2020 - 12/31/2030,,,,Participating,
"Cohen, Alan",  05/01/1991,,,,Participating,
"Brown, William",  05/01/1982,,,,,Not Required To Participate
"Brown, Willis",  01/01/1976,,,,,Not Required To Participate
"Buchheit, William",  01/01/1968,,,,,Not Required To Participate
"Butler, William","['\xa0\xa005/01/2000 - 12/31/2010'], ['\xa0\xa001/01/2011 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Payne, Nettleton",  05/01/1976,,,,,Not Required To Participate
"Pecoraro, Nathan",,,,,,
"Perin, Noel",  11/01/1995,,,,,Not Required To Participate
"Cohen-Gadol, Aaron","['\xa0\xa011/13/2009 - 12/31/2019'], ['\xa0\xa001/01/2020 - 12/31/2029']",,,,Participating,
"Cole, Arthur",  11/01/1992,,,,,
"Colohan, Austin",  09/01/1989,,,,,Not Required To Participate
"Capel, Winston","['\xa0\xa011/01/2002 - 12/31/2012'], ['\xa0\xa001/01/2013 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Carlton, William",,,,,,
"Caton, William",  08/01/1981,,,,,
"Ceola, Wade","['\xa0\xa005/12/2006 - 12/31/2016'], ['\xa0\xa001/01/2017 - 12/31/2026']",,,,Participating,
"Pertsch, Nathan",,,,,,
"Peters, Norman",  01/01/1980,,,,,Not Required To Participate
"Phan, Nicolas","['\xa0\xa011/13/2009 - 12/31/2019'], ['\xa0\xa001/01/2020 - 12/31/2029']",,,,Participating,
"Conger, Andrew",  05/08/2021 - 12/31/2031,,,,Participating,
"Conley, Adam",  11/12/2021 - 12/31/2031,,,  12/07/2021,Participating,
"Conner, Andrew",  05/07/2022 - 12/31/2032,,,,Participating,
"Chandler, William",  05/01/1980,,,,,Not Required To Participate
"Chang, Wendy",  11/04/2022 - 12/31/2032,,,,Participating,
"Cheek, William",  10/01/1963,,,,,
"Chen, Wesley",,,,,,
"Post, Nicholas","['\xa0\xa005/21/2010 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Poulos, Nicholas","['\xa0\xa005/01/2002 - 12/31/2012'], ['\xa0\xa001/01/2013 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Poulos, Nora",,,,,,
"CONTE, ANTHONY",,,,,,
"Coon, Alexander",  05/07/2014 - 12/31/2024,,,,Participating,
"Cruz, Aurora",,,,,,
"Cherny, W.","['\xa0\xa005/01/2000 - 12/31/2010'], ['\xa0\xa001/01/2011 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Choy, Winward",,,,,,
"CLARK, WINSTON",  11/01/1992,,,,,
"Clifton, William",,,,,,
"Pouratian, Nader",  05/08/2014 - 12/31/2024,,,,Participating,
"Powell, Neil",  11/01/1996,,,,,Not Required To Participate
"Pratt, Nathan",,,,,,
"Quadri, Nabiha",,,,,,
"Cushman, Arthur",  05/01/1979,,,,,Not Required To Participate
"Custozzo, Amanda",,,,,,
"Cutler, Aaron",  11/03/2018 - 12/31/2028,,,,Participating,
"Cobb, William",  05/08/2017 - 12/31/2027,,,,Participating,
"Coggins, William",,,,,,
"Copeland, William",  11/03/2018 - 12/31/2028,,,,Participating,
"Quig, Nathan",,,,,,
"Qureshi, Nazer",  11/14/2014 - 12/31/2024,,,,Participating,
"Rabah, Nicholas",,,,,,
"Ranalli, Nathan",  04/19/2016 - 12/31/2026,,,,Participating,
"Cutler, Andrew",,,,,,
"D'Ambrosio, Anthony","['\xa0\xa011/11/2010 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Dailey, Andrew","['\xa0\xa011/01/2002 - 12/31/2012'], ['\xa0\xa001/01/2013 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Cotter, Walter",  01/01/1960,,,,,Not Required To Participate
"Couldwell, William",  11/01/1994,,,,,Not Required To Participate
"Cunningham, William",  10/01/1974,,,,,Not Required To Participate
"Curry, William","['\xa0\xa005/21/2010 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"D'Angelo, William",  09/01/1987,,,,,
"Raviv, Nataly",,,,,,
"Razack, Nizam","['\xa0\xa005/01/2002 - 12/31/2012'], ['\xa0\xa001/01/2013 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Redjal, Navid",  11/03/2018 - 12/31/2028,,,,Participating,
"Rifkinson, Nathan",  06/01/1952,,,,,
"Danziger, Andrew Jordan",,,,,,
"Darbar, Aneela",  05/08/2014 - 12/31/2024,,,,Participating,
"Dare, Amos","['\xa0\xa011/12/2008 - 12/31/2018'], ['\xa0\xa001/01/2019 - 12/31/2028']",,,,Participating,
"Daugherty, Wilson",  05/20/2015 - 12/31/2025,,,,Participating,
"Dawson, William",  01/01/1977,,,,,Not Required To Participate
"DeLong, William",  11/01/1969,,,,,Not Required To Participate
"Rogers, Nancy","['\xa0\xa011/01/1996 - 12/31/2010'], ['\xa0\xa001/01/2011 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,,
"Rokosz, Norman","['\xa0\xa011/10/2006 - 12/31/2016'], ['\xa0\xa001/01/2017 - 12/31/2026']",,,,Participating,
"Roosen, Norbert","['\xa0\xa011/19/2003 - 12/31/2013'], ['\xa0\xa001/01/2014 - 12/31/2023']",,,,Participating,
"Daus, Arthur",  05/26/1992,,,,,Not Required To Participate
"Day, Arthur",  05/01/1980,,,,,
"De Los Reyes, Al",  05/01/1986,,,,,Not Required To Participate
"DeWeese, William",  01/01/1978,,,,,Not Required To Participate
"Diefenbach, William",  05/01/1988,,,,,Not Required To Participate
"Dillen, William",  11/04/2022 - 12/31/2032,,,,Participating,
"Dobkin, William","['\xa0\xa005/01/1990 - 03/06/2023'], ['\xa0\xa003/06/2023 - 12/31/2033']",,,,Participating,
"Rossi, Nicholas",  11/13/2021 - 12/31/2031,,,,Participating,
"Rotter, Norman",  11/01/1969,,,,,Not Required To Participate
"de Lotbiniere, Alain",  11/01/1994,,,,,Not Required To Participate
"De Sousa, Alonso",  09/01/1982,,,,,Not Required To Participate
"De Villiers, Ana",  05/20/2004 - 12/31/2014,,,,,
"Dean, Anudariya",,,,,,
"Dossmann, William",  11/01/1966,,,,,Not Required To Participate
"Doyle, Werner",  11/01/1995,,,,,Not Required To Participate
"Druckemiller, William",  01/01/1982,,,,,Not Required To Participate
"Roundy, Neil",  05/04/2019 - 12/31/2029,,,,Participating,
"Rowland, Nathan",  10/30/2020 - 12/31/2030,,,,Participating,
"Sahasrabudhe, Nikhil",  11/13/2021 - 12/31/2031,,,,Participating,
"Salibi, Naman",  05/01/1987,,,,,Not Required To Participate
"Demand, Audrey",,,,,,
"Desai, Atman",  11/03/2018 - 12/31/2028,,,,Participating,
"Deukmedjian, Ara","['\xa0\xa011/12/2008 - 12/31/2018'], ['\xa0\xa001/01/2019 - 12/31/2028']",,,,Participating,
"Deukmedjian, Armen",  05/04/2019 - 12/31/2029,,,,Participating,
"Eckman, Walter",  09/01/1981,,,,,Not Required To Participate
"Elfallal, Wissam",,,,,,
"Elias, William","['\xa0\xa011/10/2006 - 12/31/2016'], ['\xa0\xa001/01/2017 - 12/31/2026']",,,,Participating,
"Emch, Willard",  01/01/1976,,,,,Not Required To Participate
"Sanai, Nader",  11/14/2013 - 12/31/2023,,,,Participating,
"Sarmey, Nehaw",,,,,,
"Sedora-Roman, Neda",,"['\xa0\xa001/02/2020'], ['\xa0\xa001/01/2021'], ['\xa0\xa001/01/2022'], ['\xa0\xa001/01/2023']",,,,
"Dharia, Anand",,,,,,
"Diaz, Anthony",,,,,,
"DiGianfilippo, Anthony",  11/01/1992,,,,,Not Required To Participate
"DiGiorgio, Anthony",  11/04/2022 - 12/31/2032,,,,Participating,
"Emmons, William",  10/01/1973,,,,,Not Required To Participate
"Faillace, Walter",  11/01/1991,,,,,Not Required To Participate
"Faunce, Wesley","['\xa0\xa011/12/2004 - 12/31/2014'], ['\xa0\xa001/01/2015 - 12/31/2024']",,,,Participating,
"Fisher, Winfield",  05/01/1987,,,,,
"Sehati, Nouzhan",  11/14/2013 - 12/31/2023,,,,Participating,
"Selden, Nathan","['\xa0\xa005/20/2004 - 12/31/2014'], ['\xa0\xa001/01/2015 - 12/31/2024']",,,  06/12/2021,Participating,
"Shah, Nirav","['\xa0\xa011/13/2009 - 12/31/2019'], ['\xa0\xa001/01/2020 - 12/31/2029']",,,,Participating,
"Dincer, Alper",,,,,,
"DiPatri, Arthur","['\xa0\xa011/19/2003 - 12/31/2013'], ['\xa0\xa001/01/2014 - 12/31/2023']",,,,Participating,
"DiRisio, Aislyn",,,,,,
"Fowler, Wesley","['\xa0\xa011/11/2005 - 12/31/2015'], ['\xa0\xa001/01/2016 - 12/31/2025']",,,,Participating,
"Fox, W. Christopher",  05/15/2013 - 12/31/2023,,,,Participating,
"Friedman, William",  09/01/1984,,,,,Not Required To Participate
"Shank, Nina",,,,,,
"Silva, Nicole",,,,,,
"Simmons, Nathan","['\xa0\xa005/15/2003 - 12/31/2013'], ['\xa0\xa001/01/2014 - 12/31/2023']",,,,Participating,
"DiSclafani, Antonio",  05/01/1991,,,,,Not Required To Participate
"Dixon, A.",  05/01/1989,,,,,
"Do, Angelique",,,,,,
"Galicich, Walter","['\xa0\xa005/15/2003 - 12/31/2013'], ['\xa0\xa001/01/2014 - 12/31/2023']",,,,Participating,
"Ganz, William",  05/01/1996,,,,,Not Required To Participate
"Gibson, William",,,,,,
"Gill, Waltus","['\xa0\xa005/05/2019 - 05/16/2022'], ['\xa0\xa001/16/2023 - 12/31/2032']",,,,Participating,
"Sisterson, Nathaniel",,,,,,
"Slimack, Nicholas",  05/05/2019 - 12/31/2029,,,,Participating,
"Sofoluke, Nelson",,,,,,
"Dogan, Aclan",  05/15/2013 - 12/31/2023,,,,Participating,
"Dono, Antonio",,,,,,
"Donovan, Andrew",,,,,,
"Douglas, Andrea","['\xa0\xa011/12/2010 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Gluf, Wayne","['\xa0\xa005/30/2008 - 12/31/2018'], ['\xa0\xa001/01/2019 - 12/31/2028']",,,,Participating,
"Gordon, William",,,,,,
"Gormley, William","['\xa0\xa011/15/2002 - 05/18/2010'], ['\xa0\xa006/01/2020 - 12/31/2029']",,,,Not Participating,
"Griffitt, Wesley","['\xa0\xa005/01/1999 - 12/31/2009'], ['\xa0\xa001/01/2010 - 12/31/2019'], ['\xa0\xa001/01/2020 - 12/31/2029']",,,,Participating,
"Stadlan, Noam","['\xa0\xa005/01/2000 - 12/31/2010'], ['\xa0\xa001/01/2011 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Sujijantarat, Nanthiya",,,,,,
"Sundaresan, Narayan",  01/01/1980,,,,,Not Required To Participate
"Downes, Angela",  05/08/2021 - 12/31/2031,,,,Participating,
"Drapeau, Annie",,,,  12/07/2021,,
"Dru, Alexander",,,,,,
"Gump, William",  11/13/2013 - 12/31/2023,,,,Participating,
"Hall, Walter",  05/01/1994,,,,,Not Required To Participate
"Hammon, William",  01/01/1964,,,,,Not Required To Participate
"Hanigan, William",  01/01/1978,,,,,Not Required To Participate
"Szerlip, Nicholas",  05/09/2014 - 12/31/2024,,,,Participating,
"Szuflita, Nicholas",,,,,,
"Tandon, Nitin","['\xa0\xa005/21/2010 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Tata, Nalini",,,,,,
"Ducruet, Andrew",  11/10/2015 - 12/31/2025,"['\xa0\xa011/13/2020'], ['\xa0\xa001/01/2021'], ['\xa0\xa001/01/2022'], ['\xa0\xa001/01/2023']",,,Participating,
"Duhaime, Ann-Christine",  11/01/1990,,,,Participating,
"Harris, William",,,,,,
"Hassaneen Mostafa, Wael",  11/13/2021 - 12/31/2031,,,,Participating,
"Himango, William",  01/01/1982,,,,,Not Required To Participate
"Hoffman, William",  09/01/1980,,,,,Not Required To Participate
"Teferi, Nahom",,,,,,
"Theodore, Nicholas","['\xa0\xa011/12/2004 - 12/31/2014'], ['\xa0\xa001/01/2015 - 12/31/2024']",,,,Participating,
"Thomas, Najeeb","['\xa0\xa011/09/2007 - 12/31/2017'], ['\xa0\xa001/01/2018 - 12/31/2027']",,,,Participating,
"Dumont, Aaron","['\xa0\xa005/21/2010 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,"['\xa0\xa006/01/2022'], ['\xa0\xa006/01/2022'], ['\xa0\xa006/01/2022'], ['\xa0\xa006/01/2022'], ['\xa0\xa006/01/2022']",,Participating,
"Dunbar, Ashley",,,,,,
"Dzenitis, Andrievs",  05/01/1969,,,,,Not Required To Participate
"Hoffmeister, William",  11/01/1966,,,,,Not Required To Participate
"Hollowell, Weems",  11/01/1969,,,,,Not Required To Participate
"Hsu, Wesley",  11/03/2018 - 12/31/2028,,,,Participating,
"Timoney, Nessa",  05/07/2022 - 12/31/2032,,,,Participating,
"Todnem, Nathaniel",,,,,,
"Tomycz, Nestor",  05/05/2018 - 12/31/2028,,,,Participating,
"Toop, Nathaniel",,,,,,
"Torres, Norman","['\xa0\xa005/04/2012 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Edelman, Alan",  05/01/1989,,,,,Not Required To Participate
"Efron, Allen",  05/01/1998,,,,,Not Required To Participate
"Hudgins, W.",  10/01/1972,,,,,Not Required To Participate
"Huff, Wei",  05/13/2023 - 12/31/2033,,,,Participating,
"Humphries, William",  10/30/2020 - 12/31/2030,,,,Participating,
"Tran, Nam",  04/18/2016 - 12/31/2026,,,,Participating,
"Troffkin, Neil","['\xa0\xa005/26/2005 - 12/31/2015'], ['\xa0\xa001/01/2016 - 12/31/2025']",,,,Participating,
"Villelli, Nicolas",,,,,,
"Egladyous, Andrew",,,,,,
"El-Naggar, Amr",  05/01/1995,,,,,Not Required To Participate
"Elakkad, Akash",,,,,,
"Elbermaway, Ahmed",,,,,,
"Huneycutt, William","['\xa0\xa005/26/2005 - 12/31/2015'], ['\xa0\xa001/01/2016 - 12/31/2025']",,,,Participating,
"Hunter, William","['\xa0\xa011/01/2001 - 12/31/2011'], ['\xa0\xa001/01/2012 - 12/31/2021'], ['\xa0\xa001/01/2022 - 12/31/2031']",,,,Participating,
"Ibn Essayed, Walid",,,,,,
"Ishida, Warren",  05/01/1984,,,,,Not Required To Participate
"Voss, Nicholas","['\xa0\xa011/12/2004 - 12/31/2014'], ['\xa0\xa001/01/2015 - 12/31/2024']",,,,Participating,
"Vyas, Nilesh",  05/09/2014 - 12/31/2024,,,,Participating,
"Weiss, Nirit","['\xa0\xa005/21/2010 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Elias, Augusto",,"['\xa0\xa003/15/2021'], ['\xa0\xa001/01/2022'], ['\xa0\xa001/01/2023']",,,,
"Ellington, Alvin",  01/01/1971,,,,,Not Required To Participate
"Elsamadicy, Aladine",,,,,,
"Eltomey, Atef",  05/01/1988,,,,,Not Required To Participate
"Ishida, Wataru",,,,,,
"Jacobsen, Walter",  05/08/2017 - 12/31/2027,,,,Participating,
"James, Whitney",,,,,,
"Wenger, Nicole",,,,,,
"Wetjen, Nicholas","['\xa0\xa011/04/2011 - 12/31/2021'], ['\xa0\xa001/01/2022 - 12/31/2031']",,,,Participating,
"Whitney, Nathaniel",  10/30/2020 - 12/31/2030,,,,Participating,
"Enriquez-Marulanda, Alejandro",,,,,,
"Erwood, Andrew",,,,,,
"Etame, Arnold",  11/05/2017 - 12/31/2027,,,,Participating,
"Evans, Arthur",  09/01/1979,,,,,Not Required To Participate
"Janese, Woodrow",  12/01/1976,,,,,Not Required To Participate
"Jean, Walter","['\xa0\xa011/12/2004 - 12/31/2014'], ['\xa0\xa001/01/2015 - 12/31/2024']",,,,Participating,
"Jeong, William",  05/12/2023 - 12/31/2033,,,,Participating,
"Winans, Nathan",,,,,,
"Winslow, Nolan",,,,,,
"Wright, Neill","['\xa0\xa011/19/2003 - 12/31/2013'], ['\xa0\xa001/01/2014 - 12/31/2023']",,,,Participating,
"Yaghi, Nasser",,,,,,
"Fabi, Alain","['\xa0\xa011/01/2002 - 12/31/2012'], ['\xa0\xa001/01/2013 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Fabiano, Andrew",  11/14/2013 - 12/31/2023,,,,Participating,
"Fallah, Aria",,,,  12/05/2019,,
"Fanous, Andrew",  11/01/2020 - 12/31/2030,,,,Participating,
"Jermakowicz, Walter",,,,,,
"Johnson, Walter",  05/01/1998,,,,,Not Required To Participate
"Johnson, William Chase",,,,,,
"Johnston, William",  01/01/1982,,,,,
"Yamodis, Nicolas",  01/01/1980,,,,,Not Required To Participate
"Yoh, Nina T.",,,,,,
"Yoon, Nam Keun",,,,,,
"Farahvar, Arash",  11/11/2015 - 12/31/2025,,,,Participating,
"Faraji, Amir",  05/12/2023 - 12/31/2033,,,,Participating,
"Faramand, Andrew",,,,,,
"Jones, Wesley",  11/05/2022 - 12/31/2032,,,,Participating,
"Kaakaji, Wayel","['\xa0\xa011/19/2003 - 12/31/2013'], ['\xa0\xa001/01/2014 - 12/31/2023']",,,,Participating,
"Kasoff, Willard",  11/04/2017 - 12/31/2027,,,,Participating,
"Kemp, William",  11/01/1991,,,,,Not Required To Participate
"Zervas, Nicholas",  01/01/1964,,,,,Not Required To Participate
"Zwagerman, Nathan",  10/31/2020 - 12/31/2030,,,,Participating,
"Aaronson, Oran","['\xa0\xa005/25/2007 - 12/31/2017'], ['\xa0\xa001/01/2018 - 12/31/2027']",,,,Participating,
"Farin, Azadeh","['\xa0\xa005/21/2015 - 05/16/2022'], ['\xa0\xa011/18/2022 - 12/31/2032']",,,,Participating,
"Farrukh, Abdallah",  05/01/1985,,,,,Not Required To Participate
"Feng, Austin",,,,,,
"Fenoy, Albert",  05/15/2013 - 12/31/2023,,,,Participating,
"Kemp, William",,,,,,
"Ketcherside, William",  09/01/1989,,,,,Not Required To Participate
"Kim, Wi Jin",,,,,,
"Adogwa, Owoicho",  05/06/2022 - 12/31/2032,,,,Participating,
"Afuwape, Olusoju A.",,,,,,
"Ahmed, Osama",  11/01/2020 - 12/31/2030,,,,Participating,
"Ajani, Olufemi",,,,,,
"Fergus, Allan","['\xa0\xa005/25/2007 - 12/31/2017'], ['\xa0\xa001/01/2018 - 12/31/2027']",,,,Participating,
"Feroze, Abdullah",,,,,,
"Fielding, Allan",  05/01/1989,,,,,Not Required To Participate
"Figueroa, Augusto",  01/01/1982,,,,,Not Required To Participate
"Kim, Won",  11/01/2020 - 12/31/2030,,,,Participating,
"King, Wesley",  05/01/1993,,,,,Not Required To Participate
"Kinlaw, W.",  10/01/1973,,,,,Not Required To Participate
"Ajayi, Olaide",  05/07/2021 - 12/31/2031,,,,Participating,
"Akbik, Omar",,,,,,
"Akel, Omar",,,,,,
"Akinduro, Oluwaseun",,,,,,
"Filippidis, Aristotelis",,,,,,
"Filler, Aaron","['\xa0\xa011/01/1999 - 12/31/2009'], ['\xa0\xa001/01/2010 - 12/31/2019'], ['\xa0\xa001/01/2020 - 12/31/2029']",,,,Participating,
"Filley, Anna",,,,,,
"Kirsch, Wolff",  10/01/1967,,,,,Not Required To Participate
"Klemme, William",  10/01/1963,,,,,Not Required To Participate
"Klempner, William",  05/01/1984,,,,,Not Required To Participate
"Al-Mefty, Ossama",  09/01/1980,,,,,Not Required To Participate
"Fine, Andrew","['\xa0\xa005/12/2006 - 12/31/2016'], ['\xa0\xa001/01/2017 - 12/31/2026']",,,,Participating,
"Fiore, Amory","['\xa0\xa011/10/2006 - 12/31/2016'], ['\xa0\xa001/01/2017 - 12/31/2026']",,,,Participating,
